YearsExperience,Age,EdLevel,Salary
1.18,22.75,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4000.0
2.83,25.38,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
14.2,43.98,"Other doctoral degree (Ph.D., Ed.D., etc.)",60000.0
2.35,42.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16000.0
27.05,47.65,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
5.7,27.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
1.83,32.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
3.08,28.7,"Other doctoral degree (Ph.D., Ed.D., etc.)",5000.0
6.27,31.2,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
8.94,40.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6500.0
6.61,25.29,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38000.0
24.91,50.81,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
4.77,34.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57200.0
25.66,46.63,Some college/university study without earning a degree,130000.0
10.53,25.53,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",155000.0
12.98,32.01,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2450.0
5.13,26.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5300.0
4.73,28.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
5.27,28.18,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0
2.67,32.69,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2500.0
6.59,24.98,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
3.64,32.32,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",725000.0
6.54,29.64,"Other doctoral degree (Ph.D., Ed.D., etc.)",35000.0
2.61,32.66,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
6.86,29.97,Some college/university study without earning a degree,250000.0
12.870000000000001,38.52,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",152000.0
2.1399999999999997,34.03,Some college/university study without earning a degree,2150.0
10.91,36.47,"Other doctoral degree (Ph.D., Ed.D., etc.)",48000.0
7.82,23.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8000000.0
9.09,50.11,Primary/elementary school,6438169423.0
28.09,63.92,"Professional degree (JD, MD, etc.)",55000.0
11.07,39.96,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
7.23,40.04,"Other doctoral degree (Ph.D., Ed.D., etc.)",95700.0
20.05,36.03,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11500.0
41.31,64.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
2.5,29.24,Something else,150000.0
29.51,50.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0
0.7,25.1,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
6.16,30.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40000.0
6.29,35.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
2.69,17.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
16.35,26.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",180000.0
5.46,31.18,"Other doctoral degree (Ph.D., Ed.D., etc.)",33000.0
2.9,44.21,"Other doctoral degree (Ph.D., Ed.D., etc.)",128000.0
5.66,28.46,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37000.0
7.47,40.32,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",145000.0
10.3,40.51,"Other doctoral degree (Ph.D., Ed.D., etc.)",215000.0
2.73,33.89,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
12.1,36.38,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
9.59,34.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4300000.0
13.36,38.81,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",106000.0
4.67,27.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
10.9,27.08,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",455137.0
12.94,39.21,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000.0
17.72,51.35,Some college/university study without earning a degree,70000.0
0.32999999999999996,35.09,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",53000.0
1.83,26.75,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
29.29,59.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",178000.0
5.17,30.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16800.0
23.52,36.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",51000.0
22.09,62.08,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
3.65,30.02,Some college/university study without earning a degree,90000.0
11.67,41.05,Some college/university study without earning a degree,72000.0
9.43,27.65,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21000.0
12.94,28.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
14.54,41.42,Some college/university study without earning a degree,130000.0
5.51,40.66,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",48123.0
4.56,38.34,"Other doctoral degree (Ph.D., Ed.D., etc.)",106000.0
9.3,29.3,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
0.8799999999999999,18.98,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000.0
23.17,34.41,Some college/university study without earning a degree,135000.0
29.45,64.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",223115.0
5.96,29.64,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1800.0
6.4399999999999995,40.8,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
36.43,58.1,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",165000.0
2.76,27.05,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
20.47,42.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
0.5700000000000001,29.72,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6000.0
0.89,21.17,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0
11.370000000000001,43.84,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12000.0
1.17,21.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33900.0
7.54,26.1,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",255000.0
42.82,65.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",85000.0
32.32,61.49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20000.0
50.29,65.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
2.57,28.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2600.0
4.79,30.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
3.88,28.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",31000.0
4.52,25.47,Some college/university study without earning a degree,85000.0
3.9299999999999997,25.6,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500000.0
30.44,57.19,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",75000.0
8.53,33.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
6.67,42.53,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
3.21,29.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28000.0
2.81,28.38,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23000.0
34.64,47.97,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
2.69,33.74,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1500.0
8.69,33.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",48000.0
4.88,34.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
10.23,28.25,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",400000.0
2.35,19.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
0.52,29.96,"Other doctoral degree (Ph.D., Ed.D., etc.)",1025000.0
8.07,29.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4620.0
8.72,34.15,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40000.0
4.12,35.91,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
12.64,35.87,"Other doctoral degree (Ph.D., Ed.D., etc.)",175000.0
14.95,28.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",78000.0
5.34,33.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
3.32,27.85,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55.0
22.0,39.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3800.0
6.15,25.28,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
30.26,57.06,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
19.73,40.12,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",176000.0
7.41,43.75,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",74000.0
35.48,58.12,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
21.39,39.34,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
5.68,33.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
2.39,21.29,Some college/university study without earning a degree,118000.0
14.74,35.09,Some college/university study without earning a degree,1200000.0
7.54,41.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
4.49,25.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1500000.0
1.45,25.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3666.0
26.85,43.88,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000000.0
6.74,27.83,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",475000.0
5.78,30.29,"Other doctoral degree (Ph.D., Ed.D., etc.)",57576.0
25.04,64.76,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
5.220000000000001,28.67,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2650.0
1.96,23.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000.0
10.69,50.43,"Other doctoral degree (Ph.D., Ed.D., etc.)",9300.0
8.66,34.81,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
17.02,40.69,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",700000.0
7.72,31.81,"Other doctoral degree (Ph.D., Ed.D., etc.)",4000.0
6.4,32.98,"Other doctoral degree (Ph.D., Ed.D., etc.)",4500.0
17.9,36.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
0.61,19.29,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
3.91,41.61,Some college/university study without earning a degree,120000.0
9.48,34.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",144715.0
8.72,29.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",230000.0
9.83,26.72,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4000000.0
3.9699999999999998,35.33,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42000.0
8.68,28.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
2.46,31.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",190000.0
10.64,31.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
5.12,29.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0
8.04,38.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",600000.0
9.19,31.32,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",384615.0
1.24,17.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1867646.0
24.07,46.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",600000.0
12.81,35.68,"Associate degree (A.A., A.S., etc.)",175000.0
9.42,43.17,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",190000.0
1.06,30.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000000.0
1.99,30.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
5.07,27.73,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",615000.0
8.93,24.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",250000.0
3.43,27.32,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",53000.0
3.08,34.42,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200.0
16.09,38.13,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
17.61,52.26,"Other doctoral degree (Ph.D., Ed.D., etc.)",225000.0
8.8,27.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",146000.0
37.5,62.2,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12000.0
2.82,23.04,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1500.0
23.81,29.24,Some college/university study without earning a degree,120000.0
4.22,31.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18000.0
13.94,33.47,"Professional degree (JD, MD, etc.)",8000.0
14.98,39.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",754400.0
17.66,37.62,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",315000.0
15.42,34.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000.0
1.67,33.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18000000.0
2.63,29.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",54000.0
10.18,31.54,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15000.0
3.45,31.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1500.0
4.53,42.78,"Other doctoral degree (Ph.D., Ed.D., etc.)",40000.0
14.18,38.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",68000.0
7.4,25.5,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",214000.0
3.32,26.33,Some college/university study without earning a degree,81700.0
2.82,29.57,"Other doctoral degree (Ph.D., Ed.D., etc.)",5000.0
0.79,24.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
5.33,25.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",48000.0
6.37,29.53,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
7.76,29.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
11.54,60.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",205000.0
32.16,49.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
25.13,42.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",125000.0
9.9,31.05,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",58000.0
24.49,52.68,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
5.63,31.81,"Other doctoral degree (Ph.D., Ed.D., etc.)",150000.0
3.17,19.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
6.28,41.48,"Other doctoral degree (Ph.D., Ed.D., etc.)",175000.0
23.27,52.15,"Other doctoral degree (Ph.D., Ed.D., etc.)",2800.0
21.8,30.68,Some college/university study without earning a degree,1000.0
37.82,64.16,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
4.01,22.83,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7000000.0
6.93,30.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
1.99,16.63,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500.0
3.95,18.29,"Professional degree (JD, MD, etc.)",1300000.0
20.28,42.67,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
2.17,27.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",900000.0
1.6099999999999999,19.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1100.0
6.03,29.08,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
1.07,30.49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2500.0
1.06,29.17,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",700000.0
0.31,27.08,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18000.0
34.47,57.04,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80000.0
15.51,39.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180000.0
17.41,54.29,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",65000.0
5.07,30.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",600000.0
3.33,26.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",53000.0
26.51,28.86,"Professional degree (JD, MD, etc.)",120000.0
4.0600000000000005,27.56,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80000.0
4.58,28.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
24.08,37.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1100000.0
2.49,32.88,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",700000.0
3.16,27.81,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42000.0
18.61,39.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
6.1,37.41,"Other doctoral degree (Ph.D., Ed.D., etc.)",180000.0
6.26,31.9,"Other doctoral degree (Ph.D., Ed.D., etc.)",84000.0
2.54,24.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
1.98,33.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2200.0
14.58,42.98,"Other doctoral degree (Ph.D., Ed.D., etc.)",183000.0
5.13,32.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
3.06,32.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43000.0
3.68,19.24,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12000.0
4.06,19.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",660000.0
4.36,29.96,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1480000.0
1.14,33.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
16.46,34.64,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000000.0
3.01,32.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9000.0
8.74,37.65,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
8.16,33.31,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",491200.0
10.67,34.29,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
4.86,27.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
5.43,27.94,"Other doctoral degree (Ph.D., Ed.D., etc.)",9000.0
21.66,35.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",168000.0
2.09,32.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",61000.0
7.93,26.57,"Other doctoral degree (Ph.D., Ed.D., etc.)",180000.0
8.129999999999999,27.87,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",65000.0
5.1,28.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
0.49,39.39,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3800.0
3.58,26.03,"Other doctoral degree (Ph.D., Ed.D., etc.)",35000.0
9.72,40.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6700.0
18.35,39.35,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",178000.0
8.59,28.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10200.0
11.54,43.77,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
4.6,38.31,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1200000.0
9.87,30.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",83000.0
6.57,30.24,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",67000.0
6.1,26.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
3.82,22.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",72000.0
9.83,43.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",105000.0
5.57,32.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
16.35,52.42,"Other doctoral degree (Ph.D., Ed.D., etc.)",20000.0
0.24,21.26,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2700.0
12.49,33.73,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",72000.0
9.03,38.7,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1150.0
2.96,28.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
39.21,66.37,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17000.0
13.13,26.41,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",101400.0
22.74,60.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
5.11,33.98,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1200000.0
5.81,27.62,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",885000.0
2.21,23.26,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28000.0
9.55,32.77,"Other doctoral degree (Ph.D., Ed.D., etc.)",50000.0
9.93,36.43,"Other doctoral degree (Ph.D., Ed.D., etc.)",5000.0
0.73,37.01,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
20.55,50.83,Some college/university study without earning a degree,150000.0
8.25,32.54,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
2.3,23.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
4.32,35.65,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000000.0
24.27,63.78,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
4.58,27.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
0.56,26.77,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1700.0
6.2,30.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15000.0
2.85,42.11,"Other doctoral degree (Ph.D., Ed.D., etc.)",46000.0
10.24,34.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
7.63,25.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20000.0
10.59,40.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
19.09,36.2,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",800000.0
3.67,27.69,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",65000.0
7.24,35.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
4.06,20.97,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35000.0
1.71,22.96,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30000.0
6.5,29.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",360000.0
2.86,26.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",68000.0
0.48,33.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000.0
5.68,64.07,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
3.14,29.09,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000.0
1.47,32.39,"Other doctoral degree (Ph.D., Ed.D., etc.)",95000.0
17.33,27.96,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
3.5300000000000002,28.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
5.41,27.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37000.0
7.38,41.05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",98000.0
28.82,56.8,"Other doctoral degree (Ph.D., Ed.D., etc.)",50000.0
15.97,42.16,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0
5.55,38.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",44000.0
2.7,44.1,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
5.05,48.9,"Other doctoral degree (Ph.D., Ed.D., etc.)",57000.0
22.22,54.52,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",67667.0
7.92,48.95,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000000.0
3.46,33.36,Some college/university study without earning a degree,100000.0
2.15,32.59,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
30.72,49.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
6.61,35.56,"Other doctoral degree (Ph.D., Ed.D., etc.)",106000.0
3.3899999999999997,28.21,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
13.69,41.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000.0
5.26,26.31,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
11.62,27.28,"Other doctoral degree (Ph.D., Ed.D., etc.)",175000.0
0.65,21.09,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
11.21,34.2,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
3.75,29.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",165000.0
2.45,42.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
30.85,59.89,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",106000.0
8.86,29.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
22.49,51.7,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",143000.0
20.17,38.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1260.0
0.12,25.12,"Other doctoral degree (Ph.D., Ed.D., etc.)",142000.0
15.57,29.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",190560000.0
3.73,33.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
7.75,42.35,"Other doctoral degree (Ph.D., Ed.D., etc.)",98000.0
3.82,42.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",137000.0
12.24,41.05,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
15.28,36.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000000.0
22.25,52.92,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
4.18,29.48,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11866.0
2.25,21.29,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",490000.0
3.14,20.03,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0
10.47,40.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27000.0
6.3,25.78,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000000.0
4.31,38.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
8.04,30.68,"Other doctoral degree (Ph.D., Ed.D., etc.)",62000.0
4.9,33.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
11.7,42.94,"Other doctoral degree (Ph.D., Ed.D., etc.)",30000.0
33.68,64.42,"Other doctoral degree (Ph.D., Ed.D., etc.)",7000.0
